CM_Id,BankName,Type,CharterType,Headquarters,FailureDate,InsuranceFund,TransactionType,TotalDeposits,TotalAssets
CM-2319,"nbc bank-boerne, NATIONAL ASSOC",COMMERCIAL BANK,FEDERAL,"BOERNE, TX",6/1/1990,BIF,ACQUISITION,57099,
CM-2320,hulen national bank,COMMERCIAL BANK,FEDERAL,"FORT WORTH, TX",6/7/1990,BIF,ACQUISITION,11705,11718
CM-2321,richmark bank,COMMERCIAL BANK,STATE,"HOUSTON, TX",6/7/1990,BIF,ACQUISITION,35824,35194
CM-2322,clifton national bank,COMMERCIAL BANK,FEDERAL,"CLIFTON, TX",6/7/1990,BIF,ACQUISITION,12217,12139
CM-2323,texas national bank,COMMERCIAL BANK,FEDERAL,"EL PASO, TX",6/7/1990,BIF,ACQUISITION,131684,131825
CM-2324,hometown savings bank fsb,SAVINGS BANK,STATE,"DELPHI, IN",6/8/1990,RTC,ACQUISITION,58653,64666
CM-2325,first bankers trust,SAVINGS ASSOCIATION,FEDERAL/STATE,"MIDLAND, TX",6/8/1990,RTC,PAYOUT,93539,103645
CM-2326,home federal,SAVINGS BANK,STATE,"WORCESTER, MA",6/8/1990,RTC,TRANSFER,243512,235780
CM-2327,the merchants bank of california,COMMERCIAL BANK,STATE,"BEVERLY HILLS, CA",6/8/1990,BIF,ACQUISITION,60994,62435
CM-2328,"alliance bank, NATIONAL ASSOCIATION",COMMERCIAL BANK,FEDERAL,"AUSTIN, TX",6/14/1990,BIF,ACQUISITION,85452,
CM-2329,willow bend national bank,COMMERCIAL BANK,FEDERAL,"PLANO, TX",6/14/1990,BIF,ACQUISITION,66130,58945
CM-2330,the wimberley bank,COMMERCIAL BANK,STATE,"WIMBERLEY, TX",6/14/1990,BIF,ACQUISITION,24293,23282
CM-2331,exchange national bank of del city,COMMERCIAL BANK,FEDERAL,"DEL CITY, OK",6/14/1990,BIF,ACQUISITION,39583,43160
CM-2332,national city bank of denver,COMMERCIAL BANK,FEDERAL,"DENVER, CO",6/14/1990,BIF,ACQUISITION,65127,58350
CM-2333,first federal savings & loan,SAVINGS BANK,STATE,"METAIRIE, LA",6/15/1990,RTC,PAYOUT,134186,156335
CM-2334,charter savings bank,SAVINGS ASSOCIATION,FEDERAL/STATE,"NEWPORT, CA",6/15/1990,RTC,TRANSFER,280368,313895
CM-2335,moultrie savings bank fsb,SAVINGS BANK,STATE,"MOULTRIE, GA",6/15/1990,RTC,ACQUISITION,52651,65753
CM-2336,bank m,COMMERCIAL BANK,STATE,"MIAMI, FL",6/15/1990,BIF,ACQUISITION,10719,10691
CM-2337,united s & l of trenton,SAVINGS ASSOCIATION,FEDERAL/STATE,"TRENTON, NJ",6/15/1990,RTC,ACQUISITION,277303,277721
CM-2338,farmers and merchants bank,COMMERCIAL BANK,STATE,"BUCKEYE, AZ",6/18/1990,BIF,ACQUISITION,22382,23999
CM-2339,bank of east texas,COMMERCIAL BANK,STATE,"TYLER, TX",6/21/1990,BIF,ACQUISITION,11173,11049
CM-2340,lakeland state bank,COMMERCIAL BANK,STATE,"AUSTIN, TX",6/21/1990,BIF,ACQUISITION,12760,12774
CM-2341,centre national bank-farmers branch,COMMERCIAL BANK,FEDERAL,"FARMERS BRANCH, TX",6/21/1990,BIF,ACQUISITION,39179,39656
CM-2342,peoples national bank,COMMERCIAL BANK,FEDERAL,"CALDWELL, TX",6/21/1990,BIF,ACQUISITION,10848,9649
CM-2343,southern federal bank for savings,SAVINGS BANK,STATE,"GULFPORT, MS",6/22/1990,RTC,TRANSFER,93946,142792
CM-2344,"germania bank, FSB",SAVINGS BANK,STATE,"ALTON, IL",6/22/1990,RTC,ACQUISITION,663333,
CM-2345,the valley view national bank,COMMERCIAL BANK,FEDERAL,"VALLEY VIEW, TX",6/28/1990,BIF,ACQUISITION,12958,12969
CM-2346,brookwood national bank,COMMERCIAL BANK,FEDERAL,"OKLAHOMA CITY, OK",6/28/1990,BIF,ACQUISITION,26784,26870
CM-2347,southwest national bank,COMMERCIAL BANK,FEDERAL,"AUSTIN, TX",6/28/1990,BIF,ACQUISITION,33592,33621
CM-2348,american national bank,COMMERCIAL BANK,FEDERAL,"ELK CITY, OK",6/28/1990,BIF,ACQUISITION,14775,14841
CM-2349,"bacliff bank, NATIONAL ASSOCIATION",COMMERCIAL BANK,FEDERAL,"BACLIFF, TX",6/28/1990,BIF,ACQUISITION,7758,
CM-2350,eliot savings bank,SAVINGS BANK,STATE,"BOSTON, MA",6/29/1990,BIF,ACQUISITION,468006,479461
CM-2351,windsor savings assoc.,SAVINGS ASSOCIATION,FEDERAL/STATE,"AUSTIN, TX",6/29/1990,RTC,PAYOUT,102713,108825
CM-2352,first jackson fsb,SAVINGS BANK,STATE,"JACKSON, MS",6/29/1990,RTC,ACQUISITION,91386,116519
CM-2353,travis savings & loan assoc.,SAVINGS ASSOCIATION,FEDERAL/STATE,"SAN ANTONIO, TX",6/29/1990,RTC,ACQUISITION,273507,321705
CM-2354,charter savings & loan,SAVINGS ASSOCIATION,FEDERAL/STATE,"STAMFORD, CT",6/29/1990,RTC,ACQUISITION,83347,102977
CM-2355,pioneer fs & la,SAVINGS ASSOCIATION,FEDERAL/STATE,"MARIETTA, OH",6/29/1990,RTC,PAYOUT,9113,9466
CM-2356,the montgomery national bank,COMMERCIAL BANK,FEDERAL,"MONTGOMERY TWNSP, NJ",6/29/1990,BIF,ACQUISITION,91622,92628
CM-2357,"home sb, FSB",SAVINGS ASSOCIATION,FEDERAL/STATE,"SALT LAKE CITY, UT",7/5/1990,RTC,TRANSFER,9890,
CM-2358,milford savings bank,SAVINGS BANK,STATE,"MILFORD, MA",7/6/1990,BIF,ACQUISITION,297787,328062
CM-2359,capital national bank,COMMERCIAL BANK,FEDERAL,"BRONX, NY",7/6/1990,BIF,TRANSFER,145767,158197
CM-2360,heritage fsa,SAVINGS ASSOCIATION,FEDERAL/STATE,"LANCASTER, PA",7/6/1990,RTC,ACQUISITION,50638,48819
CM-2361,iredell state bank,COMMERCIAL BANK,STATE,"IREDELL, TX",7/12/1990,BIF,ACQUISITION,10072,10020
CM-2362,american national bank of greenville,COMMERCIAL BANK,FEDERAL,"GREENVILLE, TX",7/12/1990,BIF,ACQUISITION,29473,29081
CM-2363,the permanent savings bank,SAVINGS BANK,STATE,"NIAGARA FALLS, NY",7/13/1990,BIF,ACQUISITION,319311,329994
CM-2364,capitol-union fsa,SAVINGS ASSOCIATION,FEDERAL/STATE,"BATON ROUGE, LA",7/13/1990,RTC,PAYOUT,322633,392790
CM-2365,north texas fsa,SAVINGS ASSOCIATION,FEDERAL/STATE,"WICHITA FALLS, TX",7/13/1990,RTC,TRANSFER,95941,96995
CM-2366,summit first s & la,SAVINGS ASSOCIATION,FEDERAL/STATE,"SUMMIT, IL",7/13/1990,RTC,ACQUISITION,55837,57798
CM-2367,progressive sb,SAVINGS BANK,STATE,"NATCHITOCHES, LA",7/13/1990,RTC,PAYOUT,46512,50232
CM-2368,united fs & la,SAVINGS ASSOCIATION,FEDERAL/STATE,"VIDALIA, LA",7/20/1990,RTC,ACQUISITION,18880,18949
CM-2369,mainstay federal savings,SAVINGS BANK,STATE,"RED BANK, NJ",7/20/1990,RTC,ACQUISITION,165855,226096
CM-2370,commonwealth savings assoc.,SAVINGS ASSOCIATION,FEDERAL/STATE,"NEW ORLEANS, LA",7/20/1990,RTC,TRANSFER,44346,44046
CM-2371,"charter bank, A FSB",SAVINGS BANK,STATE,"HATTIESBURG, MS",7/20/1990,RTC,ACQUISITION,68851,
CM-2372,continental bank,COMMERCIAL BANK,STATE,"DALLAS, TX",7/26/1990,BIF,ACQUISITION,136013,135476
CM-2373,bank of wilson,COMMERCIAL BANK,STATE,"WILSON, OK",7/26/1990,BIF,ACQUISITION,13046,12982
CM-2374,bank of odessa,COMMERCIAL BANK,STATE,"ODESSA, TX",7/26/1990,BIF,ACQUISITION,14707,14364
CM-2375,first national bank,COMMERCIAL BANK,FEDERAL,"PURCELL, OK",7/26/1990,BIF,ACQUISITION,11094,10915
CM-2376,guaranty savings bank fsb,SAVINGS BANK,STATE,"FAYETTEVILLE, NC",7/27/1990,RTC,ACQUISITION,49904,53900
CM-2377,citizens & builders fs,SAVINGS BANK,STATE,"PENSACOLA, FL",7/27/1990,RTC,ACQUISITION,97890,119184
CM-2378,"statesman bank for savings, FSB",SAVINGS BANK,STATE,"DES MOINES, IA",7/27/1990,RTC,ACQUISITION,445078,
CM-2379,u.s. savings bank of america,SAVINGS BANK,STATE,"SEABROOK, NH",7/27/1990,BIF,ACQUISITION,12068,12416
CM-2380,professional savings bank,SAVINGS ASSOCIATION,FEDERAL/STATE,"CORAL GABLES, FL",7/27/1990,RTC,ACQUISITION,618411,695604
CM-2381,united fsb,SAVINGS ASSOCIATION,FEDERAL/STATE,"VIENNA, VA",7/31/1990,RTC,ACQUISITION,352744,415606
CM-2382,american bank & trust company,COMMERCIAL BANK,STATE,"BATON ROUGE, LA",8/2/1990,BIF,ACQUISITION,319815,351544
CM-2383,"united bank of waco, NATIONAL ASSOC",COMMERCIAL BANK,FEDERAL,"WACO, TX",8/2/1990,BIF,ACQUISITION,254242,
CM-2384,amigo fs & la,SAVINGS ASSOCIATION,FEDERAL/STATE,"BROWNSVILLE, TX",8/3/1990,RTC,ACQUISITION,20836,20745
CM-2385,hometown fsa,SAVINGS ASSOCIATION,FEDERAL/STATE,"WINFIELD, IL",8/3/1990,RTC,ACQUISITION,39362,46450
CM-2386,tennessee federal savings bank,SAVINGS BANK,STATE,"COOKEVILLE, TN",8/3/1990,RTC,ACQUISITION,36049,40020
CM-2387,first national bank of corpus christi,COMMERCIAL BANK,FEDERAL,"CORPUS CHRISTI, TX",8/9/1990,BIF,ACQUISITION,116535,117002
CM-2388,the national bank of washington,COMMERCIAL BANK,FEDERAL,"WASHINGTON, DC",8/10/1990,BIF,ACQUISITION,1268268,1650969
CM-2389,american sa of mt. carmel,SAVINGS ASSOCIATION,FEDERAL/STATE,"MT. CARMEL, IL",8/10/1990,RTC,ACQUISITION,11763,11851
CM-2390,superior federal savings bank,SAVINGS BANK,STATE,"NACOGDOCHES, TX",8/10/1990,RTC,TRANSFER,77541,80206
CM-2391,first pacific bank,COMMERCIAL BANK,STATE,"BEVERLY HILLS, CA",8/10/1990,BIF,TRANSFER,113212,118841
CM-2392,city national bank,COMMERCIAL BANK,FEDERAL,"HOUSTON, TX",8/16/1990,BIF,ACQUISITION,39313,35577
CM-2393,capitol bank & trust,COMMERCIAL BANK,STATE,"OKLAHOMA CITY, OK",8/16/1990,BIF,ACQUISITION,32512,33095
CM-2394,cherry creek national bank,COMMERCIAL BANK,FEDERAL,"DENVER, CO",8/16/1990,BIF,ACQUISITION,94612,85818
CM-2395,financial savings of hartford fsb,SAVINGS BANK,STATE,"HARTFORD, CT",8/17/1990,RTC,ACQUISITION,17578,21927
CM-2396,first fsa of tuscola,SAVINGS ASSOCIATION,FEDERAL/STATE,"TUSCOLA, IL",8/17/1990,RTC,ACQUISITION,23414,23179
CM-2397,sweetwater fs & la,SAVINGS ASSOCIATION,FEDERAL/STATE,"ROCK SPRINGS, WY",8/22/1990,RTC,ACQUISITION,11705,11625
CM-2398,broken arrow savings assoc.,SAVINGS ASSOCIATION,FEDERAL/STATE,"BROKEN ARROW, OK",8/24/1990,RTC,ACQUISITION,23243,26929
CM-2399,ambassador fs & la,SAVINGS ASSOCIATION,FEDERAL/STATE,"TAMARAC, FL",8/24/1990,RTC,ACQUISITION,161964,184143
CM-2400,first fs & la,SAVINGS ASSOCIATION,FEDERAL/STATE,"TEMPLE, TX",8/24/1990,RTC,ACQUISITION,327353,315404
CM-2401,bay city bank & trust co.,COMMERCIAL BANK,STATE,"BAY CITY, TX",8/30/1990,BIF,TRANSFER,82719,79609
CM-2402,chisholm national bank,COMMERCIAL BANK,FEDERAL,"PLANO, TX",8/30/1990,BIF,ACQUISITION,21192,20886
CM-2403,first bank of plano,COMMERCIAL BANK,STATE,"PLANO, TX",8/30/1990,BIF,ACQUISITION,9612,9248
CM-2404,the first national bank of levelland,COMMERCIAL BANK,FEDERAL,"LEVELLAND, TX",8/30/1990,BIF,ACQUISITION,64398,62249
CM-2405,citizens national bank,COMMERCIAL BANK,FEDERAL,"EL CAMPO, TX",8/30/1990,BIF,TRANSFER,53206,51326
CM-2406,"american bank of commerce, NA",COMMERCIAL BANK,FEDERAL,"DEL RIO, TX",8/30/1990,BIF,ACQUISITION,17482,
CM-2407,security national bank,COMMERCIAL BANK,FEDERAL,"AUSTIN, TX",8/30/1990,BIF,ACQUISITION,15790,15067
CM-2408,atlanta fsa,SAVINGS ASSOCIATION,FEDERAL/STATE,"ATLANTA, TX",8/31/1990,RTC,ACQUISITION,89555,89379
CM-2409,first fsa,SAVINGS ASSOCIATION,FEDERAL/STATE,"WINNFIELD, LA",8/31/1990,RTC,PAYOUT,51102,54747
CM-2410,"ensign bank, FSB",SAVINGS BANK,STATE,"NEW YORK, NY",8/31/1990,RTC,ACQUISITION,1468703,
CM-2411,"first american savings bank, FSB",SAVINGS BANK,STATE,"SANTA FE, NM",8/31/1990,RTC,PAYOUT,108866,
CM-2412,northside bank,COMMERCIAL BANK,STATE,"SAN ANTONIO, TX",9/6/1990,BIF,ACQUISITION,53617,54654
CM-2413,el paso federal savings,SAVINGS ASSOCIATION,FEDERAL/STATE,"EL PASO, TX",9/7/1990,RTC,PAYOUT,370359,433067
CM-2414,first city fsb,SAVINGS ASSOCIATION,FEDERAL/STATE,"LUCEDALE, MS",9/7/1990,RTC,ACQUISITION,38043,41726
CM-2415,first national bank of crosby,COMMERCIAL BANK,FEDERAL,"CROSBY, ND",9/13/1990,BIF,ACQUISITION,12335,12433
CM-2416,western national bank,COMMERCIAL BANK,FEDERAL,"FORT WORTH, TX",9/13/1990,BIF,ACQUISITION,35168,34013
CM-2417,first national bank of kennedale,COMMERCIAL BANK,FEDERAL,"KENNEDALE, TX",9/13/1990,BIF,ACQUISITION,27733,27485
CM-2418,citizens bank,COMMERCIAL BANK,STATE,"CLARKSVILLE, TX",9/13/1990,BIF,ACQUISITION,15963,15876
CM-2419,first sb of hempstead,SAVINGS BANK,STATE,"HEMPSTEAD, TX",9/14/1990,RTC,PAYOUT,30879,35355
CM-2420,ingram state bank,COMMERCIAL BANK,STATE,"INGRAM, TX",9/14/1990,BIF,PAYOUT,23216,23452
CM-2421,citizens national bank,COMMERCIAL BANK,FEDERAL,"KERRVILLE, TX",9/14/1990,BIF,PAYOUT,13076,12791
CM-2422,city national bank of irving,COMMERCIAL BANK,FEDERAL,"IRVING, TX",9/20/1990,BIF,ACQUISITION,33768,32126
CM-2423,first comanche bank,COMMERCIAL BANK,STATE,"COMANCHE, TX",9/20/1990,BIF,PAYOUT,34942,33116
CM-2424,first state bank of rising star,COMMERCIAL BANK,STATE,"RISING STAR, TX",9/20/1990,BIF,ACQUISITION,13876,13983
CM-2425,hidalgo savings & loan,SAVINGS ASSOCIATION,FEDERAL/STATE,"EDINBURG, TX",9/21/1990,RTC,ACQUISITION,122038,154818
CM-2426,yorkville federal savings,SAVINGS ASSOCIATION,FEDERAL/STATE,"NEW YORK, NY",9/21/1990,RTC,ACQUISITION,347042,344684
CM-2427,mercer savings bank,SAVINGS ASSOCIATION,FEDERAL/STATE,"TRENTON, NJ",9/21/1990,RTC,ACQUISITION,83408,92695
CM-2428,sentry federal savings bank,SAVINGS BANK,STATE,"HYANNIS, MA",9/21/1990,RTC,ACQUISITION,588534,735467
CM-2429,texas commercial sa,SAVINGS ASSOCIATION,FEDERAL/STATE,"SULPHUR SPRINGS, TX",9/21/1990,RTC,ACQUISITION,26846,27674
CM-2430,fort worth state bank,COMMERCIAL BANK,STATE,"FORT WORTH, TX",9/27/1990,BIF,ACQUISITION,22222,20689
CM-2431,great western national bank,COMMERCIAL BANK,FEDERAL,"LEWISVILLE, TX",9/27/1990,BIF,ACQUISITION,13321,13377
CM-2432,"woodway bank and trust, NA",COMMERCIAL BANK,FEDERAL,"HOUSTON, TX",10/4/1990,BIF,ACQUISITION,35365,
CM-2433,mountain ridge state bank,COMMERCIAL BANK,STATE,"WEST ORANGE, NJ",10/5/1990,BIF,TRANSFER,50209,51426
CM-2434,the peoples bank & trust company,COMMERCIAL BANK,STATE,"NATCHITOCHES, LA",10/5/1990,BIF,ACQUISITION,115765,117050
CM-2435,united peoples bank,COMMERCIAL BANK,STATE,"LAMPASAS, TX",10/11/1990,BIF,ACQUISITION,32826,32673
CM-2436,international fs & la,SAVINGS ASSOCIATION,FEDERAL/STATE,"N. MIAMI BEACH, FL",10/12/1990,RTC,PAYOUT,81464,84250
CM-2437,metropolitan national bank,COMMERCIAL BANK,FEDERAL,"MCALLEN, TX",10/19/1990,BIF,ACQUISITION,20103,19851
CM-2438,first american bank for savings,SAVINGS BANK,STATE,"BOSTON, MA",10/19/1990,BIF,TRANSFER,489285,526176
CM-2439,"heritage savings bank, FSB",SAVINGS BANK,STATE,"RICHMOND, VA",10/19/1990,RTC,ACQUISITION,726199,
CM-2440,the brooklyn savings bank,SAVINGS BANK,STATE,"DANIELSON, CT",10/19/1990,BIF,ACQUISITION,93816,130931
CM-2441,gold coast savings bank,SAVINGS ASSOCIATION,FEDERAL/STATE,"PLANTATION, FL",10/19/1990,RTC,TRANSFER,141804,151694
CM-2442,superior fsa,SAVINGS ASSOCIATION,FEDERAL/STATE,"CLEVELAND, OH",10/23/1990,RTC,ACQUISITION,57964,95923
CM-2443,first national bank of jackson,COMMERCIAL BANK,FEDERAL,"JACKSON, TN",10/25/1990,BIF,ACQUISITION,69932,73684
CM-2444,rancho bernardo fed. sav. bank,SAVINGS ASSOCIATION,FEDERAL/STATE,"SAN DIEGO, CA",10/26/1990,RTC,ACQUISITION,113127,118634
CM-2445,city savings & loan,SAVINGS ASSOCIATION,FEDERAL/STATE,"SAN ANTONIO, TX",10/26/1990,RTC,PAYOUT,182869,182972
CM-2446,the farmers and merchants bank of sheyenne,COMMERCIAL BANK,STATE,"SHEYENNE, ND",10/26/1990,BIF,ACQUISITION,2867,2899
CM-2447,trinity national bank,COMMERCIAL BANK,FEDERAL,"BENBROOK, TX",11/1/1990,BIF,PAYOUT,21903,21468
CM-2448,riverside savings bank,SAVINGS ASSOCIATION,FEDERAL/STATE,"RIVERSIDE, NJ",11/2/1990,RTC,TRANSFER,144964,177838
CM-2449,boonslick s & la,SAVINGS ASSOCIATION,FEDERAL/STATE,"BOONVILLE, MO",11/2/1990,RTC,ACQUISITION,70060,70151
CM-2450,lone star national bank,COMMERCIAL BANK,FEDERAL,"DALLAS, TX",11/2/1990,BIF,TRANSFER,42529,34211
CM-2451,desoto fs & la,SAVINGS ASSOCIATION,FEDERAL/STATE,"MANSFIELD, LA",11/2/1990,RTC,PAYOUT,63147,63885
CM-2452,executive banc sa,SAVINGS ASSOCIATION,FEDERAL/STATE,"NEW BRAUNFELS, TX",11/9/1990,RTC,TRANSFER,15514,16183
CM-2453,louisiana federal savings bank,SAVINGS BANK,STATE,"KENNER, LA",11/9/1990,RTC,PAYOUT,50470,58810
CM-2454,florida federal savings bank,SAVINGS BANK,STATE,"ST. PETERSBURG, FL",11/9/1990,RTC,ACQUISITION,2271190,4115008
CM-2455,freedom national bank of new york,COMMERCIAL BANK,FEDERAL,"NEW YORK, NY",11/9/1990,BIF,PAYOUT,101021,110444
CM-2456,action federal savings,SAVINGS ASSOCIATION,FEDERAL/STATE,"SOMMERS POINT, NJ",11/15/1990,RTC,ACQUISITION,199017,261969
CM-2457,western bank,COMMERCIAL BANK,STATE,"DUNCANVILLE, TX",11/15/1990,BIF,ACQUISITION,39563,39838
CM-2458,southeastern savings bank,SAVINGS ASSOCIATION,FEDERAL/STATE,"CHARLOTTE, NC",11/16/1990,RTC,ACQUISITION,367628,422279
CM-2459,liberty federal savings bank,SAVINGS BANK,STATE,"MONTEBELLO, CA",11/16/1990,RTC,ACQUISITION,51693,53786
CM-2460,first federal savings assoc.,SAVINGS ASSOCIATION,FEDERAL/STATE,"LAS VEGAS, NM",11/16/1990,RTC,ACQUISITION,41409,55433
CM-2461,farmers state bank of madisonvillle,COMMERCIAL BANK,STATE,"MADISONVILLE, TX",11/29/1990,BIF,ACQUISITION,34565,34847
CM-2462,bank of arlington,COMMERCIAL BANK,STATE,"ARLINGTON, TX",11/29/1990,BIF,ACQUISITION,59795,63605
CM-2463,boundary waters state bank,COMMERCIAL BANK,STATE,"ELY, MN",11/30/1990,BIF,ACQUISITION,13413,13426
CM-2464,tuskegee s & la,SAVINGS ASSOCIATION,FEDERAL/STATE,"TUSKEGEE, AL",11/30/1990,RTC,ACQUISITION,28475,31836
CM-2465,san jacinto savings,SAVINGS ASSOCIATION,FEDERAL/STATE,"HOUSTON, TX",11/30/1990,RTC,ACQUISITION,2894745,2869629
CM-2466,first fsa of nacogdoches,SAVINGS ASSOCIATION,FEDERAL/STATE,"NACOGDOCHES, TX",11/30/1990,RTC,ACQUISITION,51776,61907
CM-2467,first southwest fs & la,SAVINGS ASSOCIATION,FEDERAL/STATE,"TYLER, TX",11/30/1990,RTC,ACQUISITION,45339,51219
CM-2468,edison fsa,SAVINGS ASSOCIATION,FEDERAL/STATE,"NEW YORK, NY",11/30/1990,RTC,ACQUISITION,115788,140107
CM-2469,atascosa sa,SAVINGS BANK,STATE,"JOURDANTON, TX",11/30/1990,RTC,PAYOUT,32918,34662
CM-2470,first sa,SAVINGS ASSOCIATION,FEDERAL/STATE,"PARAGOULD, AR",11/30/1990,RTC,ACQUISITION,46665,64124
CM-2471,douglas county national bank,COMMERCIAL BANK,FEDERAL,"PARKER, CO",12/6/1990,BIF,ACQUISITION,5325,5371
CM-2472,texarkana fs & la,SAVINGS ASSOCIATION,FEDERAL/STATE,"TEXARCANA, AR",12/7/1990,RTC,ACQUISITION,43171,40379
CM-2473,first federal savings,SAVINGS ASSOCIATION,FEDERAL/STATE,"RALEIGH, NC",12/7/1990,RTC,ACQUISITION,427460,520377
CM-2474,andrews savings & loan assoc.,SAVINGS ASSOCIATION,FEDERAL/STATE,"ANDREWS, TX",12/7/1990,RTC,PAYOUT,109694,126078
CM-2475,first national bank of rowlett,COMMERCIAL BANK,FEDERAL,"ROWLETT, TX",12/7/1990,BIF,TRANSFER,21351,20509
CM-2476,heights bank,COMMERCIAL BANK,STATE,"HARKER HEIGHTS, TX",12/7/1990,BIF,ACQUISITION,27025,28752
CM-2477,central federal savings,SAVINGS BANK,STATE,"MINEOLA, NY",12/7/1990,RTC,ACQUISITION,848439,890776
CM-2478,new england allbank for savings,SAVINGS BANK,STATE,"GARDNER, MA",12/12/1990,BIF,TRANSFER,172263,173269
CM-2479,washington county state bank,COMMERCIAL BANK,STATE,"BRENHAM, TX",12/13/1990,BIF,ACQUISITION,77526,77722
CM-2480,first state bank,COMMERCIAL BANK,STATE,"LEXINGTON, OK",12/13/1990,BIF,ACQUISITION,7581,7477
CM-2481,bank of commerce,COMMERCIAL BANK,STATE,"ALEXANDRIA, LA",12/13/1990,BIF,ACQUISITION,19943,19650
CM-2482,the state bank of omaha,COMMERCIAL BANK,STATE,"OMAHA, TX",12/14/1990,BIF,ACQUISITION,20615,20519
CM-2483,home federal bank for savings,SAVINGS ASSOCIATION,FEDERAL/STATE,"WAUKEGAN, IL",12/14/1990,RTC,ACQUISITION,196099,348106
CM-2484,frontier savings association,SAVINGS ASSOCIATION,FEDERAL/STATE,"LAS VEGAS, NV",12/14/1990,RTC,ACQUISITION,247450,252407
CM-2485,old borough savings & loan,SAVINGS ASSOCIATION,FEDERAL/STATE,"TRENTON, NJ",12/14/1990,RTC,TRANSFER,117224,133547
CM-2486,peoples state bank,COMMERCIAL BANK,STATE,"DALLAS, TX",12/14/1990,BIF,ACQUISITION,30597,30262
CM-2487,far western bank,COMMERCIAL BANK,STATE,"TUSTIN, CA",12/14/1990,BIF,PAYOUT,150711,154318
CM-2488,comfed savings bank,SAVINGS BANK,STATE,"LOWELL, MA",12/14/1990,RTC,ACQUISITION,931868,1402978
CM-2489,olympic federal savings,SAVINGS ASSOCIATION,FEDERAL/STATE,"BERWYN, IL",12/14/1990,RTC,ACQUISITION,683656,1054382
CM-2490,empire savings bank,SAVINGS ASSOCIATION,FEDERAL/STATE,"HAMMONTON, NJ",12/14/1990,RTC,ACQUISITION,193704,219328
CM-2491,community fs & la,SAVINGS ASSOCIATION,FEDERAL/STATE,"ST. LOUIS, MO",12/14/1990,RTC,ACQUISITION,2282847,1977010
CM-2492,first commercial bank of florida,COMMERCIAL BANK,STATE,"BOCA RATON, FL",12/14/1990,BIF,ACQUISITION,164103,171578
CM-2493,mid-america fs & la,SAVINGS ASSOCIATION,FEDERAL/STATE,"COLUMBUS, OH",12/15/1990,RTC,ACQUISITION,894318,1206441
CM-2494,arkansas fsb,SAVINGS BANK,STATE,"LITTLE ROCK, AR",12/21/1990,RTC,ACQUISITION,61584,71705
CM-2495,"enterprise savings bank, FA",SAVINGS BANK,STATE,"CHICAGO, IL",12/27/1990,RTC,ACQUISITION,322004,
CM-2496,capitol bank and trust company,COMMERCIAL BANK,STATE,"BOSTON, MA",12/28/1990,BIF,PAYOUT,442317,485550
CM-2497,first fs & la of andalusia,SAVINGS ASSOCIATION,FEDERAL/STATE,"ANDALUSIA, AL",12/28/1990,RTC,ACQUISITION,37738,38693
CM-2498,southern fs,SAVINGS BANK,STATE,"NEW ORLEANS, LA",12/28/1990,RTC,PAYOUT,230027,230780
CM-2499,first federal savings & loan,SAVINGS ASSOCIATION,FEDERAL/STATE,"SAN ANTONIO, TX",1/4/1991,RTC,ACQUISITION,472426,638622
CM-2500,first fs & la of pittsburg,SAVINGS ASSOCIATION,FEDERAL/STATE,"PITTSBURGH, PA",1/4/1991,RTC,ACQUISITION,2343171,3089704
CM-2501,trident federal s & l assoc.,SAVINGS ASSOCIATION,FEDERAL/STATE,"NEWARK, NJ",1/4/1991,RTC,ACQUISITION,44159,47159
CM-2502,fulton federal savings bank,SAVINGS BANK,STATE,"ATLANTA, GA",1/4/1991,RTC,ACQUISITION,1380514,2016621
CM-2503,royal oak fs & la,SAVINGS ASSOCIATION,FEDERAL/STATE,"RANDALLSTOWN, MD",1/4/1991,RTC,ACQUISITION,29154,27310
CM-2504,"bank of new england, NATIONAL ASSOC",COMMERCIAL BANK,FEDERAL,"BOSTON, MA",1/6/1991,BIF,ACQUISITION,9406853,
CM-2505,the connecticut bank & trust co,COMMERCIAL BANK,FEDERAL,"HARTFORD, CT",1/6/1991,BIF,ACQUISITION,6860236,7210748
CM-2506,maine national bank,COMMERCIAL BANK,FEDERAL,"PORTLAND, ME",1/6/1991,BIF,ACQUISITION,944665,1045658
CM-2507,malibu sb,SAVINGS ASSOCIATION,FEDERAL/STATE,"COSTA MESA, CA",1/11/1991,RTC,ACQUISITION,122923,139117
CM-2508,connecticut savings and loan,SAVINGS ASSOCIATION,FEDERAL/STATE,"HARTFORD, CT",1/11/1991,RTC,ACQUISITION,13680,17375
CM-2509,community national bank,COMMERCIAL BANK,FEDERAL,"GLASTONBURY, CT",1/11/1991,BIF,ACQUISITION,86936,85364
CM-2510,far west savings & loan,SAVINGS ASSOCIATION,FEDERAL/STATE,"NEWPORT BEACH, CA",1/11/1991,RTC,ACQUISITION,2981632,3714988
CM-2511,beach federal savings assoc.,SAVINGS ASSOCIATION,FEDERAL/STATE,"FOUNTAIN VALLEY, CA",1/18/1991,RTC,ACQUISITION,80703,81792
CM-2512,irving savings & loan,SAVINGS ASSOCIATION,FEDERAL/STATE,"PATERSON, NJ",1/18/1991,RTC,ACQUISITION,235827,222484
CM-2513,"american bank, NATIONAL ASSOCIATION",COMMERCIAL BANK,FEDERAL,"RIO RANCHO, NM",1/22/1991,BIF,TRANSFER,23319,
